alternatives,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Attribute 10,Attribute 11,Attribute 12,Attribute 13,Attribute 14,Attribute 15,Attribute 16,Attribute 17,Attribute 18,Attribute 19,Attribute 20,Attribute 21,Attribute 22,Attribute 23,Attribute 24,Attribute 25,Attribute 26,Attribute 27,Attribute 28,Attribute 29,Attribute 30,Attribute 31,Attribute 32,Attribute 33,Attribute 34,Attribute 35,Attribute 36,Attribute 37,Attribute 38,Attribute 39,Attribute 40,Attribute 41,Attribute 42,Attribute 43,Attribute 44,Attribute 45,Attribute 46,Attribute 47,Attribute 48,Attribute 49,Attribute 50,Attribute 51,Attribute 52,Attribute 53,Attribute 54,Attribute 55,Attribute 56,Attribute 57,Attribute 58,Attribute 59,Attribute 60,Attribute 61,Attribute 62,Attribute 63,Attribute 64,Attribute 65,Attribute 66,Attribute 67,Attribute 68,Attribute 69,Attribute 70,Attribute 71,Attribute 72,Attribute 73,Attribute 74,Attribute 75,Attribute 76
21,0.8701298701298701,0.935064935064935,0.974025974025974,0.987012987012987,0.8701298701298701,0.935064935064935,0.8701298701298701,0.948051948051948,0.935064935064935,0.9090909090909091,0.961038961038961,0.8831168831168831,0.9090909090909091,1.0,0.974025974025974,0.961038961038961,0.8701298701298701,0.8571428571428571,0.8701298701298701,0.8961038961038961,0.9090909090909091,0.8831168831168831,0.948051948051948,0.922077922077922,0.8571428571428571,0.8831168831168831,0.948051948051948,0.9090909090909091,0.9090909090909091,0.935064935064935,0.8831168831168831,0.974025974025974,0.974025974025974,0.948051948051948,0.8831168831168831,0.935064935064935,0.8961038961038961,0.974025974025974,0.9565217391304348,0.8571428571428571,0.88,0.9850746268656716,0.8571428571428571,0.9041095890410958,0.9295774647887324,0.9565217391304348,0.868421052631579,0.9705882352941176,0.9705882352941176,0.88,0.8571428571428571,0.9041095890410958,0.88,0.9565217391304348,0.9850746268656716,0.9041095890410958,0.9565217391304348,0.8918918918918919,0.9428571428571428,0.9850746268656716,0.9850746268656716,0.9041095890410958,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.868421052631579,0.8571428571428571,0.8918918918918919,0.9166666666666666,0.88,0.8571428571428571,0.9295774647887324,0.868421052631579,0.8918918918918919
22,0.9090909090909091,0.9090909090909091,0.987012987012987,0.922077922077922,1.0,0.9090909090909091,0.987012987012987,0.961038961038961,0.987012987012987,0.922077922077922,0.8701298701298701,0.948051948051948,0.948051948051948,0.935064935064935,0.935064935064935,0.974025974025974,0.974025974025974,0.948051948051948,0.8701298701298701,0.948051948051948,0.987012987012987,0.8961038961038961,0.922077922077922,0.935064935064935,0.948051948051948,1.0,0.948051948051948,0.922077922077922,0.948051948051948,0.8571428571428571,0.948051948051948,0.8831168831168831,0.9090909090909091,1.0,1.0,1.0,0.987012987012987,1.0,0.8571428571428571,0.8571428571428571,1.0,0.9850746268656716,0.9041095890410958,0.9295774647887324,0.88,0.9041095890410958,0.9705882352941176,0.9166666666666666,0.8571428571428571,0.88,0.8571428571428571,0.9295774647887324,0.9041095890410958,0.9166666666666666,0.868421052631579,0.868421052631579,0.88,0.9705882352941176,1.0,0.9705882352941176,0.9166666666666666,0.9041095890410958,0.8571428571428571,0.9166666666666666,0.9565217391304348,0.88,0.9850746268656716,1.0,0.868421052631579,0.88,0.868421052631579,0.868421052631579,1.0,0.9166666666666666,0.8571428571428571,0.8918918918918919
23,0.922077922077922,0.961038961038961,0.8571428571428571,0.974025974025974,1.0,0.8831168831168831,0.987012987012987,1.0,0.8831168831168831,0.8571428571428571,0.961038961038961,0.948051948051948,0.8701298701298701,0.974025974025974,0.948051948051948,0.974025974025974,0.974025974025974,0.935064935064935,0.935064935064935,0.8701298701298701,0.8831168831168831,0.935064935064935,0.8701298701298701,0.948051948051948,0.987012987012987,0.9090909090909091,0.8831168831168831,0.948051948051948,0.948051948051948,0.987012987012987,0.8961038961038961,0.935064935064935,0.961038961038961,0.922077922077922,0.922077922077922,0.8571428571428571,0.8571428571428571,0.922077922077922,0.9428571428571428,0.8918918918918919,0.868421052631579,0.88,0.9850746268656716,0.9041095890410958,0.9565217391304348,0.9565217391304348,0.9166666666666666,0.8571428571428571,0.9565217391304348,0.9166666666666666,1.0,1.0,0.9295774647887324,0.9705882352941176,0.9295774647887324,0.8571428571428571,0.9850746268656716,0.9850746268656716,0.88,0.9850746268656716,0.9850746268656716,0.868421052631579,0.9705882352941176,0.9295774647887324,0.9295774647887324,0.9295774647887324,0.868421052631579,0.9850746268656716,0.88,0.868421052631579,0.9705882352941176,0.9041095890410958,0.9565217391304348,0.9295774647887324,0.9705882352941176,0.9850746268656716
24,0.8961038961038961,0.9090909090909091,0.8701298701298701,0.8701298701298701,0.987012987012987,0.935064935064935,1.0,0.9090909090909091,0.987012987012987,0.961038961038961,0.961038961038961,0.987012987012987,0.948051948051948,0.9090909090909091,0.974025974025974,0.8571428571428571,1.0,0.948051948051948,0.948051948051948,1.0,0.948051948051948,0.8831168831168831,0.9090909090909091,0.9090909090909091,0.974025974025974,0.948051948051948,0.935064935064935,0.922077922077922,0.8701298701298701,0.8961038961038961,0.8571428571428571,0.8701298701298701,0.922077922077922,0.8831168831168831,0.9090909090909091,0.9090909090909091,0.8831168831168831,0.987012987012987,1.0,0.9166666666666666,0.868421052631579,0.9428571428571428,0.9166666666666666,0.9041095890410958,0.9295774647887324,0.9428571428571428,0.9041095890410958,0.9705882352941176,0.9428571428571428,1.0,0.8571428571428571,0.8571428571428571,0.9850746268656716,0.9705882352941176,0.9428571428571428,0.9705882352941176,0.9295774647887324,0.8918918918918919,0.88,0.9850746268656716,0.9428571428571428,0.9428571428571428,0.868421052631579,0.9705882352941176,0.8571428571428571,0.9041095890410958,0.9166666666666666,0.9850746268656716,0.8918918918918919,0.8918918918918919,0.9850746268656716,0.8571428571428571,0.9041095890410958,0.9705882352941176,0.9850746268656716,0.9565217391304348
25,0.8831168831168831,0.8701298701298701,0.948051948051948,0.9090909090909091,1.0,0.8831168831168831,1.0,1.0,0.922077922077922,0.961038961038961,0.974025974025974,0.974025974025974,0.961038961038961,0.8571428571428571,0.8961038961038961,0.8571428571428571,0.8571428571428571,0.948051948051948,0.922077922077922,0.8961038961038961,0.948051948051948,0.8701298701298701,0.935064935064935,0.922077922077922,0.935064935064935,0.935064935064935,0.9090909090909091,1.0,0.935064935064935,0.8831168831168831,0.8831168831168831,0.974025974025974,0.974025974025974,1.0,0.948051948051948,0.8831168831168831,1.0,0.948051948051948,0.9166666666666666,0.9166666666666666,0.88,0.88,0.9705882352941176,0.9705882352941176,0.9850746268656716,1.0,0.9295774647887324,0.868421052631579,0.8918918918918919,0.9428571428571428,0.8571428571428571,0.88,0.9166666666666666,0.8571428571428571,0.9428571428571428,0.8918918918918919,0.8571428571428571,0.8918918918918919,0.9428571428571428,0.9565217391304348,0.9705882352941176,0.9428571428571428,0.9428571428571428,0.9428571428571428,1.0,1.0,0.9295774647887324,0.8918918918918919,0.9850746268656716,0.9428571428571428,0.9850746268656716,0.9041095890410958,0.88,0.9166666666666666,0.9295774647887324,1.0
26,0.922077922077922,0.8961038961038961,0.987012987012987,0.974025974025974,0.8571428571428571,1.0,0.948051948051948,0.935064935064935,0.922077922077922,0.974025974025974,0.9090909090909091,0.974025974025974,0.961038961038961,1.0,0.935064935064935,0.9090909090909091,0.922077922077922,0.8571428571428571,0.8701298701298701,0.8961038961038961,1.0,0.987012987012987,0.987012987012987,0.948051948051948,0.922077922077922,0.9090909090909091,0.974025974025974,0.935064935064935,0.922077922077922,0.948051948051948,0.922077922077922,0.8961038961038961,0.8571428571428571,0.948051948051948,0.8571428571428571,0.8571428571428571,0.987012987012987,0.961038961038961,0.9428571428571428,0.868421052631579,0.9166666666666666,0.88,0.9850746268656716,0.88,0.9565217391304348,0.9705882352941176,0.9428571428571428,0.9565217391304348,0.9041095890410958,0.9295774647887324,0.868421052631579,0.9850746268656716,0.868421052631579,0.9166666666666666,0.8571428571428571,0.9705882352941176,0.868421052631579,0.9428571428571428,0.9295774647887324,0.9565217391304348,0.88,0.9850746268656716,0.9428571428571428,0.8918918918918919,0.9041095890410958,1.0,0.868421052631579,0.9428571428571428,0.9041095890410958,0.9041095890410958,0.9705882352941176,0.9428571428571428,0.8571428571428571,0.9295774647887324,0.88,0.88
27,0.8571428571428571,0.961038961038961,1.0,0.948051948051948,1.0,0.935064935064935,0.922077922077922,0.987012987012987,0.987012987012987,0.961038961038961,0.987012987012987,1.0,0.9090909090909091,0.8961038961038961,0.987012987012987,0.948051948051948,0.974025974025974,0.922077922077922,0.987012987012987,0.9090909090909091,0.961038961038961,0.948051948051948,0.961038961038961,0.935064935064935,0.8961038961038961,0.948051948051948,0.935064935064935,0.922077922077922,0.935064935064935,0.8961038961038961,0.935064935064935,0.8701298701298701,1.0,0.8701298701298701,0.8701298701298701,0.935064935064935,0.987012987012987,0.974025974025974,0.9428571428571428,0.8918918918918919,0.88,0.8918918918918919,0.9041095890410958,0.8918918918918919,0.868421052631579,0.88,0.8918918918918919,0.9295774647887324,0.8571428571428571,0.9295774647887324,0.868421052631579,0.88,0.8918918918918919,0.8571428571428571,0.9428571428571428,0.9850746268656716,0.88,0.9166666666666666,0.9850746268656716,0.9565217391304348,0.9166666666666666,1.0,0.9705882352941176,0.9428571428571428,0.88,0.9850746268656716,0.9428571428571428,1.0,1.0,0.9166666666666666,0.9705882352941176,0.9428571428571428,0.88,0.8918918918918919,0.9041095890410958,0.9166666666666666
28,0.974025974025974,1.0,0.948051948051948,0.9090909090909091,0.974025974025974,0.922077922077922,0.8701298701298701,0.935064935064935,0.935064935064935,0.8701298701298701,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.8961038961038961,0.961038961038961,0.935064935064935,0.8571428571428571,0.8571428571428571,0.935064935064935,0.987012987012987,0.9090909090909091,0.8831168831168831,0.987012987012987,0.948051948051948,0.8961038961038961,1.0,0.8701298701298701,0.9090909090909091,0.8701298701298701,0.935064935064935,0.974025974025974,0.9090909090909091,0.987012987012987,0.8961038961038961,0.935064935064935,0.961038961038961,0.8571428571428571,0.8571428571428571,0.9705882352941176,0.8571428571428571,0.9295774647887324,0.88,0.8918918918918919,0.9041095890410958,0.9166666666666666,0.9295774647887324,1.0,0.9565217391304348,0.8571428571428571,0.8918918918918919,0.868421052631579,0.88,0.9166666666666666,0.9705882352941176,0.9565217391304348,0.9565217391304348,0.88,0.9428571428571428,0.9705882352941176,0.9705882352941176,0.9850746268656716,0.9041095890410958,0.9705882352941176,0.8918918918918919,1.0,0.8571428571428571,0.9565217391304348,0.88,0.9166666666666666,0.9565217391304348,0.9565217391304348,0.868421052631579,0.9850746268656716,0.868421052631579,0.9428571428571428
29,0.8701298701298701,0.922077922077922,0.9090909090909091,1.0,0.8571428571428571,0.935064935064935,1.0,0.935064935064935,0.922077922077922,0.961038961038961,0.8961038961038961,0.8961038961038961,0.948051948051948,0.948051948051948,0.961038961038961,0.8571428571428571,0.961038961038961,0.935064935064935,0.8831168831168831,1.0,0.8961038961038961,1.0,0.935064935064935,0.961038961038961,0.8831168831168831,0.974025974025974,0.8701298701298701,0.961038961038961,0.8961038961038961,0.987012987012987,0.935064935064935,0.935064935064935,0.9090909090909091,0.935064935064935,0.948051948051948,0.9090909090909091,0.8961038961038961,0.9090909090909091,0.8571428571428571,0.9428571428571428,0.8918918918918919,0.868421052631579,0.9850746268656716,0.88,0.868421052631579,0.9705882352941176,0.9041095890410958,0.9041095890410958,0.8918918918918919,0.868421052631579,0.9295774647887324,0.868421052631579,0.9850746268656716,0.8571428571428571,0.9565217391304348,0.8918918918918919,0.868421052631579,0.88,0.9166666666666666,0.868421052631579,0.9166666666666666,0.9850746268656716,0.868421052631579,0.8918918918918919,0.9850746268656716,0.868421052631579,0.8918918918918919,0.9166666666666666,0.8571428571428571,0.9428571428571428,0.9166666666666666,0.8918918918918919,0.9428571428571428,0.9705882352941176,0.868421052631579,0.9705882352941176
30,0.974025974025974,1.0,0.961038961038961,0.935064935064935,0.935064935064935,0.922077922077922,0.8571428571428571,0.922077922077922,0.8961038961038961,1.0,0.9090909090909091,0.922077922077922,0.948051948051948,0.974025974025974,0.8571428571428571,0.974025974025974,0.935064935064935,0.987012987012987,0.987012987012987,1.0,0.8831168831168831,0.8831168831168831,0.961038961038961,0.987012987012987,0.922077922077922,0.8701298701298701,0.961038961038961,0.987012987012987,0.8571428571428571,0.987012987012987,0.8701298701298701,0.974025974025974,1.0,0.935064935064935,0.961038961038961,0.948051948051948,0.922077922077922,0.8831168831168831,0.9041095890410958,0.9565217391304348,0.9850746268656716,0.9850746268656716,0.9295774647887324,0.9705882352941176,0.9295774647887324,0.9295774647887324,0.9428571428571428,0.9850746268656716,0.9850746268656716,0.9041095890410958,1.0,0.868421052631579,0.8918918918918919,0.9428571428571428,0.9705882352941176,0.9565217391304348,0.868421052631579,0.8918918918918919,0.9041095890410958,0.9850746268656716,0.9166666666666666,0.88,0.9166666666666666,0.9295774647887324,0.8571428571428571,0.9705882352941176,0.88,0.9428571428571428,0.9850746268656716,0.9295774647887324,1.0,0.9428571428571428,0.8918918918918919,0.9565217391304348,0.9041095890410958,0.868421052631579
31,0.987012987012987,1.0,0.8701298701298701,0.948051948051948,0.8571428571428571,1.0,0.9090909090909091,0.8831168831168831,0.948051948051948,0.987012987012987,0.922077922077922,0.8571428571428571,0.8961038961038961,0.974025974025974,0.8571428571428571,0.8701298701298701,0.987012987012987,1.0,0.974025974025974,1.0,0.948051948051948,0.8701298701298701,0.974025974025974,0.9090909090909091,0.948051948051948,0.922077922077922,0.935064935064935,0.9090909090909091,0.8831168831168831,0.8701298701298701,0.9090909090909091,0.987012987012987,0.8571428571428571,0.922077922077922,0.8571428571428571,0.8571428571428571,0.8831168831168831,0.8831168831168831,0.9705882352941176,0.9565217391304348,0.868421052631579,0.8918918918918919,0.9041095890410958,1.0,1.0,0.8571428571428571,0.8571428571428571,0.9565217391304348,0.9166666666666666,1.0,0.9565217391304348,0.9166666666666666,0.88,0.9428571428571428,0.8571428571428571,0.868421052631579,0.9295774647887324,0.9041095890410958,0.9428571428571428,0.9041095890410958,0.9041095890410958,0.8571428571428571,0.9295774647887324,0.9705882352941176,0.9705882352941176,0.9428571428571428,1.0,0.9166666666666666,0.9428571428571428,0.9705882352941176,0.9166666666666666,0.8571428571428571,0.88,0.9565217391304348,0.9850746268656716,1.0
32,0.8961038961038961,0.8571428571428571,0.8961038961038961,0.8831168831168831,0.8701298701298701,0.9090909090909091,0.974025974025974,0.922077922077922,0.961038961038961,0.9090909090909091,0.961038961038961,0.8961038961038961,0.948051948051948,0.935064935064935,0.935064935064935,0.8961038961038961,0.8701298701298701,1.0,0.974025974025974,0.9090909090909091,0.961038961038961,0.948051948051948,0.987012987012987,0.8831168831168831,0.8701298701298701,0.8961038961038961,0.948051948051948,0.8961038961038961,0.922077922077922,0.8701298701298701,0.948051948051948,0.948051948051948,0.8831168831168831,0.8571428571428571,0.948051948051948,0.961038961038961,0.987012987012987,0.8961038961038961,0.9565217391304348,0.9705882352941176,0.9565217391304348,0.9565217391304348,0.9295774647887324,0.9166666666666666,0.9295774647887324,0.9295774647887324,0.9705882352941176,0.868421052631579,0.9041095890410958,0.9565217391304348,0.8571428571428571,0.8918918918918919,0.9041095890410958,0.868421052631579,0.9295774647887324,0.8571428571428571,0.868421052631579,0.9041095890410958,0.9041095890410958,0.9295774647887324,0.9850746268656716,0.9850746268656716,0.9041095890410958,0.9041095890410958,0.868421052631579,0.88,0.9166666666666666,1.0,0.8571428571428571,0.9428571428571428,0.868421052631579,0.9041095890410958,0.9705882352941176,0.8918918918918919,0.9295774647887324,0.9166666666666666
33,0.974025974025974,0.961038961038961,0.935064935064935,0.9090909090909091,0.961038961038961,0.987012987012987,0.922077922077922,0.935064935064935,0.987012987012987,1.0,0.8701298701298701,0.8831168831168831,1.0,0.8831168831168831,0.922077922077922,0.948051948051948,0.961038961038961,0.8831168831168831,0.8701298701298701,0.8961038961038961,0.8961038961038961,0.961038961038961,0.948051948051948,0.8831168831168831,0.8701298701298701,0.948051948051948,0.961038961038961,0.8831168831168831,0.8571428571428571,0.922077922077922,0.974025974025974,0.974025974025974,0.8571428571428571,0.961038961038961,0.8701298701298701,0.961038961038961,0.948051948051948,0.922077922077922,0.8918918918918919,0.9428571428571428,0.9565217391304348,0.868421052631579,0.9565217391304348,0.9565217391304348,0.9295774647887324,1.0,0.9295774647887324,0.9428571428571428,0.8918918918918919,0.868421052631579,0.9041095890410958,0.8918918918918919,0.868421052631579,0.9565217391304348,0.9166666666666666,0.8571428571428571,0.9041095890410958,0.9850746268656716,0.8918918918918919,0.9705882352941176,0.9428571428571428,0.9041095890410958,0.9850746268656716,0.8571428571428571,0.9850746268656716,0.88,0.9428571428571428,0.868421052631579,0.88,0.9428571428571428,0.9041095890410958,0.9428571428571428,0.868421052631579,0.9705882352941176,0.9166666666666666,0.9705882352941176
34,0.974025974025974,0.8961038961038961,0.8701298701298701,0.974025974025974,0.8571428571428571,0.8961038961038961,0.8701298701298701,0.8961038961038961,0.8961038961038961,0.961038961038961,0.987012987012987,0.974025974025974,0.8701298701298701,0.922077922077922,0.948051948051948,0.8571428571428571,0.8831168831168831,0.8961038961038961,0.8961038961038961,0.8831168831168831,0.935064935064935,0.935064935064935,1.0,0.961038961038961,0.8571428571428571,0.935064935064935,0.8571428571428571,0.922077922077922,0.935064935064935,0.8571428571428571,0.8831168831168831,0.8831168831168831,0.8961038961038961,0.974025974025974,0.935064935064935,0.974025974025974,0.987012987012987,0.961038961038961,1.0,0.9705882352941176,0.9166666666666666,0.8918918918918919,1.0,0.9705882352941176,0.9565217391304348,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,0.9850746268656716,0.9850746268656716,0.9565217391304348,0.9295774647887324,0.9041095890410958,0.868421052631579,0.8918918918918919,0.9295774647887324,0.9565217391304348,1.0,0.9041095890410958,1.0,1.0,1.0,1.0,0.8918918918918919,0.9850746268656716,0.868421052631579,0.9295774647887324,0.8918918918918919,0.9428571428571428,0.9295774647887324,0.9565217391304348,0.8918918918918919,0.9428571428571428,0.9705882352941176
35,0.8701298701298701,0.8701298701298701,0.8961038961038961,0.961038961038961,0.922077922077922,1.0,0.961038961038961,0.8571428571428571,0.9090909090909091,0.9090909090909091,0.8831168831168831,0.987012987012987,1.0,0.935064935064935,0.987012987012987,0.974025974025974,0.8701298701298701,0.961038961038961,0.974025974025974,0.974025974025974,0.8961038961038961,0.8961038961038961,0.974025974025974,0.974025974025974,0.8571428571428571,0.961038961038961,0.961038961038961,0.8571428571428571,0.9090909090909091,0.987012987012987,0.8831168831168831,0.8701298701298701,0.948051948051948,1.0,0.948051948051948,0.961038961038961,0.922077922077922,0.935064935064935,0.9166666666666666,0.868421052631579,0.8571428571428571,1.0,0.8918918918918919,0.9565217391304348,0.8571428571428571,0.8918918918918919,0.8918918918918919,1.0,0.9295774647887324,0.88,0.9565217391304348,0.9166666666666666,0.9041095890410958,0.9295774647887324,0.9565217391304348,0.9850746268656716,0.9850746268656716,0.8918918918918919,0.88,0.8918918918918919,0.9428571428571428,0.9565217391304348,0.88,0.9166666666666666,1.0,0.9295774647887324,0.9295774647887324,0.8918918918918919,0.9166666666666666,0.8918918918918919,0.88,0.8918918918918919,1.0,0.9166666666666666,0.9166666666666666,0.88
36,0.8831168831168831,0.961038961038961,0.8701298701298701,1.0,0.8571428571428571,0.8831168831168831,0.9090909090909091,0.987012987012987,0.974025974025974,0.935064935064935,0.961038961038961,0.8571428571428571,0.974025974025974,0.974025974025974,0.935064935064935,0.9090909090909091,0.961038961038961,0.961038961038961,0.974025974025974,0.961038961038961,0.948051948051948,0.922077922077922,1.0,0.974025974025974,0.922077922077922,1.0,1.0,0.961038961038961,0.948051948051948,0.8961038961038961,0.9090909090909091,0.935064935064935,0.922077922077922,0.8571428571428571,0.9090909090909091,0.948051948051948,0.961038961038961,0.8961038961038961,0.9565217391304348,0.9166666666666666,0.9565217391304348,0.9166666666666666,0.8918918918918919,0.9565217391304348,0.8918918918918919,0.9705882352941176,0.9850746268656716,0.9295774647887324,0.868421052631579,1.0,0.9705882352941176,0.9166666666666666,0.9565217391304348,1.0,0.8918918918918919,1.0,0.9166666666666666,0.8571428571428571,0.9041095890410958,0.9705882352941176,1.0,0.9565217391304348,1.0,0.9295774647887324,0.9428571428571428,0.88,0.8571428571428571,0.8571428571428571,1.0,0.9041095890410958,0.9041095890410958,0.9166666666666666,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.868421052631579
37,0.8571428571428571,0.922077922077922,0.961038961038961,0.8571428571428571,0.9090909090909091,0.9090909090909091,0.8701298701298701,0.935064935064935,0.974025974025974,1.0,0.8961038961038961,0.974025974025974,0.935064935064935,0.8831168831168831,0.948051948051948,1.0,0.8831168831168831,0.8701298701298701,0.948051948051948,0.9090909090909091,0.922077922077922,0.948051948051948,0.8831168831168831,0.987012987012987,0.9090909090909091,0.8961038961038961,0.987012987012987,0.948051948051948,0.948051948051948,0.948051948051948,0.8571428571428571,0.9090909090909091,0.8961038961038961,0.987012987012987,0.9090909090909091,0.922077922077922,0.8571428571428571,1.0,0.868421052631579,0.88,0.8918918918918919,0.9295774647887324,0.9295774647887324,0.9850746268656716,0.9705882352941176,0.8918918918918919,0.9565217391304348,0.88,0.9850746268656716,1.0,1.0,0.9428571428571428,0.9295774647887324,0.88,0.9041095890410958,0.9295774647887324,0.9166666666666666,0.9166666666666666,0.9565217391304348,1.0,0.9428571428571428,0.9705882352941176,0.9295774647887324,0.9166666666666666,0.9041095890410958,0.868421052631579,0.9041095890410958,1.0,0.8571428571428571,0.9166666666666666,0.868421052631579,0.9295774647887324,1.0,0.9565217391304348,0.88,1.0
38,1.0,0.935064935064935,0.961038961038961,0.8701298701298701,0.8701298701298701,0.974025974025974,0.8831168831168831,0.922077922077922,0.935064935064935,0.9090909090909091,0.948051948051948,0.935064935064935,0.8701298701298701,0.935064935064935,1.0,0.8701298701298701,0.935064935064935,0.935064935064935,0.961038961038961,0.935064935064935,0.974025974025974,0.9090909090909091,0.935064935064935,0.948051948051948,0.8961038961038961,0.8961038961038961,0.8831168831168831,0.948051948051948,0.948051948051948,0.961038961038961,0.8571428571428571,0.948051948051948,1.0,0.935064935064935,0.9090909090909091,0.935064935064935,0.987012987012987,0.935064935064935,0.88,0.88,0.8571428571428571,0.9850746268656716,0.9705882352941176,0.8571428571428571,0.8918918918918919,0.9565217391304348,0.8571428571428571,0.8918918918918919,0.8571428571428571,0.9850746268656716,0.868421052631579,1.0,0.88,0.9428571428571428,0.9166666666666666,0.9565217391304348,0.9295774647887324,0.9428571428571428,0.9565217391304348,0.9041095890410958,0.88,0.9295774647887324,0.8918918918918919,0.9428571428571428,0.9295774647887324,1.0,0.88,0.9041095890410958,0.9705882352941176,0.9428571428571428,0.8571428571428571,1.0,1.0,0.868421052631579,0.8571428571428571,0.8918918918918919
39,0.8961038961038961,0.8701298701298701,0.974025974025974,0.987012987012987,0.8961038961038961,0.8961038961038961,0.987012987012987,0.948051948051948,0.948051948051948,0.8701298701298701,0.974025974025974,0.8961038961038961,0.922077922077922,0.8701298701298701,0.987012987012987,0.987012987012987,0.8701298701298701,0.8701298701298701,0.922077922077922,0.8701298701298701,0.948051948051948,1.0,0.922077922077922,0.8961038961038961,0.948051948051948,0.948051948051948,1.0,0.9090909090909091,1.0,0.8571428571428571,0.961038961038961,0.974025974025974,0.974025974025974,0.974025974025974,0.961038961038961,0.948051948051948,0.974025974025974,0.948051948051948,0.868421052631579,0.9850746268656716,0.9428571428571428,0.9850746268656716,0.9295774647887324,0.9428571428571428,1.0,0.88,0.9428571428571428,0.9295774647887324,0.9850746268656716,0.868421052631579,0.9295774647887324,1.0,0.9041095890410958,0.9295774647887324,0.9705882352941176,0.9166666666666666,0.9295774647887324,0.9565217391304348,0.9850746268656716,0.9705882352941176,1.0,0.9166666666666666,0.9428571428571428,0.8918918918918919,0.9428571428571428,0.9705882352941176,0.9041095890410958,0.9850746268656716,0.868421052631579,1.0,0.9166666666666666,1.0,0.8571428571428571,0.8918918918918919,0.9428571428571428,0.9295774647887324
40,0.8701298701298701,1.0,0.922077922077922,0.974025974025974,0.987012987012987,1.0,0.961038961038961,0.8571428571428571,0.8961038961038961,0.9090909090909091,0.8831168831168831,0.8701298701298701,0.987012987012987,0.961038961038961,0.935064935064935,0.987012987012987,0.948051948051948,0.935064935064935,0.8831168831168831,0.935064935064935,0.987012987012987,0.987012987012987,0.948051948051948,0.935064935064935,0.948051948051948,0.935064935064935,0.974025974025974,0.922077922077922,0.948051948051948,0.961038961038961,0.8961038961038961,0.961038961038961,0.935064935064935,0.974025974025974,0.948051948051948,0.987012987012987,0.8961038961038961,0.8961038961038961,0.9705882352941176,0.9166666666666666,0.9041095890410958,0.9565217391304348,0.8918918918918919,0.9041095890410958,1.0,1.0,0.9166666666666666,0.9850746268656716,0.9705882352941176,0.9565217391304348,0.8918918918918919,0.9041095890410958,0.868421052631579,0.9850746268656716,1.0,0.9295774647887324,0.9041095890410958,0.9041095890410958,0.9565217391304348,0.9295774647887324,0.9428571428571428,1.0,0.8571428571428571,0.9850746268656716,0.9565217391304348,0.9295774647887324,0.9295774647887324,0.9705882352941176,0.8918918918918919,0.9295774647887324,0.9166666666666666,0.8918918918918919,0.8571428571428571,0.88,0.9705882352941176,0.8571428571428571
41,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.974025974025974,0.961038961038961,0.8831168831168831,0.8831168831168831,0.8571428571428571,0.9090909090909091,0.974025974025974,0.922077922077922,0.961038961038961,0.9090909090909091,0.948051948051948,0.9090909090909091,0.948051948051948,0.974025974025974,0.948051948051948,0.8701298701298701,0.8701298701298701,0.9090909090909091,0.948051948051948,0.974025974025974,0.922077922077922,0.8831168831168831,0.8961038961038961,0.935064935064935,0.8571428571428571,0.948051948051948,0.8831168831168831,0.974025974025974,0.8831168831168831,0.8961038961038961,0.922077922077922,0.922077922077922,0.961038961038961,1.0,0.922077922077922,0.9041095890410958,0.9850746268656716,1.0,0.9850746268656716,0.9705882352941176,0.9166666666666666,0.9041095890410958,0.9850746268656716,0.8571428571428571,1.0,0.88,0.8571428571428571,0.9850746268656716,0.9565217391304348,1.0,0.9850746268656716,0.868421052631579,0.868421052631579,0.88,0.9565217391304348,0.9166666666666666,0.9428571428571428,0.868421052631579,0.8918918918918919,0.868421052631579,0.9166666666666666,0.9565217391304348,0.9705882352941176,0.8571428571428571,0.88,0.868421052631579,0.8571428571428571,0.9295774647887324,0.9166666666666666,0.9850746268656716,0.868421052631579,0.9428571428571428,0.9705882352941176
